1736032962.622440 server started (91794): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1736032962.622480 on Linux 6.6.68 #1-NixOS SMP PREEMPT_DYNAMIC Fri Dec 27 12:58:58 UTC 2024
1736032962.622491 using libevent 2.1.12-stable poll
1736032962.622504 using utf8proc 2.9.0
1736032962.622508 using ncurses 6.4 20221231
1736032962.912078 cmdq_next </dev/pts/0>: waiting
1736032962.912105 peer 0x2c26e240 message 110
1736032962.912107 client 0x2c27fdb0 IDENTIFY_STDOUT 12
1736032962.912109 peer 0x2c26e240 message 107
1736032962.912112 client 0x2c27fdb0 IDENTIFY_CLIENTPID 91893
1736032962.912114 peer 0x2c26e240 message 105
1736032962.912117 client 0x2c27fdb0 IDENTIFY_ENVIRON SHELL=/bin/sh
1736032962.912120 peer 0x2c26e240 message 105
1736032962.912123 client 0x2c27fdb0 IDENTIFY_ENVIRON LSCOLORS=Gxfxcxdxbxegedabagacad
1736032962.912125 peer 0x2c26e240 message 105
1736032962.912128 client 0x2c27fdb0 IDENTIFY_ENVIRON COLORTERM=truecolor
1736032962.912130 peer 0x2c26e240 message 105
1736032962.912133 client 0x2c27fdb0 IDENTIFY_ENVIRON TOP_PID=91828
1736032962.912135 peer 0x2c26e240 message 105
1736032962.912139 client 0x2c27fdb0 IDENTIFY_ENVIRON PRISMA_QUERY_ENGINE_BINARY=/nix/store/ap24x1wgnwalkqz5crhmqah9xq37rq47-prisma-engines-5.22.0/bin/query-engine
1736032962.912142 peer 0x2c26e240 message 105
1736032962.912145 client 0x2c27fdb0 IDENTIFY_ENVIRON HYPRLAND_CMD=/run/current-system/sw/bin/Hyprland
1736032962.912148 peer 0x2c26e240 message 105
1736032962.912155 client 0x2c27fdb0 IDENTIFY_ENVIRON XDG_CONFIG_DIRS=/etc/xdg:/home/mechanosec/.nix-profile/etc/xdg:/nix/profile/etc/xdg:/home/mechanosec/.local/state/nix/profile/etc/xdg:/etc/profiles/per-user/mechanosec/etc/xdg:/nix/var/nix/profiles/default/etc/xdg:/run/current-system/sw/etc/xdg
1736032962.912158 peer 0x2c26e240 message 105
1736032962.912161 client 0x2c27fdb0 IDENTIFY_ENVIRON LESS=-R
1736032962.912163 peer 0x2c26e240 message 105
1736032962.912166 client 0x2c27fdb0 IDENTIFY_ENVIRON NIX_LD_LIBRARY_PATH=/run/current-system/sw/share/nix-ld/lib
1736032962.912169 peer 0x2c26e240 message 105
1736032962.912172 client 0x2c27fdb0 IDENTIFY_ENVIRON XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session9
1736032962.912174 peer 0x2c26e240 message 105
1736032962.912177 client 0x2c27fdb0 IDENTIFY_ENVIRON WLR_NO_HARDWARE_CURSORS=1
1736032962.912180 peer 0x2c26e240 message 105
1736032962.912184 client 0x2c27fdb0 IDENTIFY_ENVIRON SPEECHD_CMD=/nix/store/wxs9xv5ylhn3db3yzlns4kran1mrqzvp-speech-dispatcher-0.11.5/bin/speech-dispatcher
1736032962.912187 peer 0x2c26e240 message 105
1736032962.912190 client 0x2c27fdb0 IDENTIFY_ENVIRON XDG_BACKEND=wayland
1736032962.912192 peer 0x2c26e240 message 105
1736032962.912196 client 0x2c27fdb0 IDENTIFY_ENVIRON PRISMA_ENGINES_CHECKSUM_IGNORE_MISSING=1
1736032962.912198 peer 0x2c26e240 message 105
1736032962.912201 client 0x2c27fdb0 IDENTIFY_ENVIRON TMUX=/tmp/tmux-1000/default,91794,-1
1736032962.912203 peer 0x2c26e240 message 105
1736032962.912206 client 0x2c27fdb0 IDENTIFY_ENVIRON LC_ADDRESS=uk_UA.UTF-8
1736032962.912208 peer 0x2c26e240 message 105
1736032962.912211 client 0x2c27fdb0 IDENTIFY_ENVIRON LC_NAME=uk_UA.UTF-8
1736032962.912213 peer 0x2c26e240 message 105
1736032962.912225 client 0x2c27fdb0 IDENTIFY_ENVIRON XCURSOR_PATH=/home/mechanosec/.icons:/home/mechanosec/.local/share/icons:/home/mechanosec/.nix-profile/share/icons:/home/mechanosec/.nix-profile/share/pixmaps:/nix/profile/share/icons:/nix/profile/share/pixmaps:/home/mechanosec/.local/state/nix/profile/share/icons:/home/mechanosec/.local/state/nix/profile/share/pixmaps:/etc/profiles/per-user/mechanosec/share/icons:/etc/profiles/per-user/mechanosec/share/pixmaps:/nix/var/nix/profiles/default/share/icons:/nix/var/nix/profiles/default/share/pixmaps:/run/current-system/sw/share/icons:/run/current-system/sw/share/pixmaps
1736032962.912233 peer 0x2c26e240 message 105
1736032962.912236 client 0x2c27fdb0 IDENTIFY_ENVIRON DESKTOP_SESSION=hyprland
1736032962.912238 peer 0x2c26e240 message 105
1736032962.912241 client 0x2c27fdb0 IDENTIFY_ENVIRON LC_MONETARY=uk_UA.UTF-8
1736032962.912243 peer 0x2c26e240 message 105
1736032962.912247 client 0x2c27fdb0 IDENTIFY_ENVIRON HL_INITIAL_WORKSPACE_TOKEN=fee1a2e6-6926-4e4c-893a-195eb036c9e5
1736032962.912249 peer 0x2c26e240 message 105
1736032962.912252 client 0x2c27fdb0 IDENTIFY_ENVIRON KITTY_PID=36726
1736032962.912255 peer 0x2c26e240 message 105
1736032962.912257 client 0x2c27fdb0 IDENTIFY_ENVIRON NO_AT_BRIDGE=1
1736032962.912259 peer 0x2c26e240 message 105
1736032962.912262 client 0x2c27fdb0 IDENTIFY_ENVIRON XCURSOR_SIZE=24
1736032962.912264 peer 0x2c26e240 message 105
1736032962.912267 client 0x2c27fdb0 IDENTIFY_ENVIRON EDITOR=nano
1736032962.912269 peer 0x2c26e240 message 105
1736032962.912274 client 0x2c27fdb0 IDENTIFY_ENVIRON is_vim=ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|n?vim?x?)(diff)?$'
1736032962.912276 peer 0x2c26e240 message 105
1736032962.912279 client 0x2c27fdb0 IDENTIFY_ENVIRON XDG_SEAT=seat0
1736032962.912281 peer 0x2c26e240 message 105
1736032962.912284 client 0x2c27fdb0 IDENTIFY_ENVIRON PWD=/home/mechanosec/PetProjects/wifi-cli
1736032962.912286 peer 0x2c26e240 message 105
1736032962.912292 client 0x2c27fdb0 IDENTIFY_ENVIRON NIX_PROFILES=/run/current-system/sw /nix/var/nix/profiles/default /etc/profiles/per-user/mechanosec /home/mechanosec/.local/state/nix/profile /nix/profile /home/mechanosec/.nix-profile
1736032962.912294 peer 0x2c26e240 message 105
1736032962.912297 client 0x2c27fdb0 IDENTIFY_ENVIRON LOGNAME=mechanosec
1736032962.912299 peer 0x2c26e240 message 105
1736032962.912302 client 0x2c27fdb0 IDENTIFY_ENVIRON XDG_SESSION_DESKTOP=Hyprland
1736032962.912304 peer 0x2c26e240 message 105
1736032962.912307 client 0x2c27fdb0 IDENTIFY_ENVIRON XDG_SESSION_TYPE=wayland
1736032962.912309 peer 0x2c26e240 message 105
1736032962.912314 client 0x2c27fdb0 IDENTIFY_ENVIRON NIX_PATH=nixpkgs=/nix/var/nix/profiles/per-user/root/channels/nixos:nixos-config=/etc/nixos/configuration.nix:/nix/var/nix/profiles/per-user/root/channels
1736032962.912316 peer 0x2c26e240 message 105
1736032962.912319 client 0x2c27fdb0 IDENTIFY_ENVIRON NIXPKGS_CONFIG=/etc/nix/nixpkgs-config.nix
1736032962.912321 peer 0x2c26e240 message 105
1736032962.912326 client 0x2c27fdb0 IDENTIFY_ENVIRON KITTY_PUBLIC_KEY=1:CM2Wz`)4Pwx?7xX2vzSeX3A*sJsm+u$weF5<mF67
1736032962.912328 peer 0x2c26e240 message 105
1736032962.912331 client 0x2c27fdb0 IDENTIFY_ENVIRON HOME=/home/mechanosec
1736032962.912333 peer 0x2c26e240 message 105
1736032962.912337 client 0x2c27fdb0 IDENTIFY_ENVIRON SSH_ASKPASS=/nix/store/3fs8bv1svpvkxpk3n0ssv600n3kdvfn9-x11-ssh-askpass-1.2.4.1/libexec/x11-ssh-askpass
1736032962.912340 peer 0x2c26e240 message 105
1736032962.912343 client 0x2c27fdb0 IDENTIFY_ENVIRON LANG=en_US.UTF-8
1736032962.912345 peer 0x2c26e240 message 105
1736032962.912348 client 0x2c27fdb0 IDENTIFY_ENVIRON LC_PAPER=uk_UA.UTF-8
1736032962.912350 peer 0x2c26e240 message 105
1736032962.912352 client 0x2c27fdb0 IDENTIFY_ENVIRON NIXOS_OZONE_WL=1
1736032962.912355 peer 0x2c26e240 message 105
1736032962.912358 client 0x2c27fdb0 IDENTIFY_ENVIRON ZSH_AUTOSUGGEST_HIGHLIGHT_STYLE=fg=8
1736032962.912361 peer 0x2c26e240 message 105
1736032962.912388 client 0x2c27fdb0 IDENTIFY_ENVIRON LS_COLORS=rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=00:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.7z=01;31:*.ace=01;31:*.alz=01;31:*.apk=01;31:*.arc=01;31:*.arj=01;31:*.bz=01;31:*.bz2=01;31:*.cab=01;31:*.cpio=01;31:*.crate=01;31:*.deb=01;31:*.drpm=01;31:*.dwm=01;31:*.dz=01;31:*.ear=01;31:*.egg=01;31:*.esd=01;31:*.gz=01;31:*.jar=01;31:*.lha=01;31:*.lrz=01;31:*.lz=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.lzo=01;31:*.pyz=01;31:*.rar=01;31:*.rpm=01;31:*.rz=01;31:*.sar=01;31:*.swm=01;31:*.t7z=01;31:*.tar=01;31:*.taz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tgz=01;31:*.tlz=01;31:*.txz=01;31:*.tz=01;31:*.tzo=01;31:*.tzst=01;31:*.udeb=01;31:*.war=01;31:*.whl=01;31:*.wim=01;31:*.xz=01;31:*.z=01;31:*.zip=01;31:*.zoo=01;31:*.zst=01;31:*.avif=01;35:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:*~=00;90:*#=00;90:*.bak=00;90:*.crdownload=00;90:*.dpkg-dist=00;90:*.dpkg-new=00;90:*.dpkg-old=00;90:*.dpkg-tmp=00;90:*.old=00;90:*.orig=00;90:*.part=00;90:*.rej=00;90:*.rpmnew=00;90:*.rpmorig=00;90:*.rpmsave=00;90:*.swp=00;90:*.tmp=00;90:*.ucf-dist=00;90:*.ucf-new=00;90:*.ucf-old=00;90:
1736032962.912395 peer 0x2c26e240 message 105
1736032962.912398 client 0x2c27fdb0 IDENTIFY_ENVIRON _JAVA_AWT_WM_NONREPARENTING=1
1736032962.912400 peer 0x2c26e240 message 105
1736032962.912404 client 0x2c27fdb0 IDENTIFY_ENVIRON XDG_CURRENT_DESKTOP=Hyprland
1736032962.912406 peer 0x2c26e240 message 105
1736032962.912411 client 0x2c27fdb0 IDENTIFY_ENVIRON PRISMA_QUERY_ENGINE_LIBRARY=/nix/store/ap24x1wgnwalkqz5crhmqah9xq37rq47-prisma-engines-5.22.0/lib/libquery_engine.node
1736032962.912413 peer 0x2c26e240 message 105
1736032962.912417 client 0x2c27fdb0 IDENTIFY_ENVIRON PRISMA_SCHEMA_ENGINE_BINARY=/nix/store/ap24x1wgnwalkqz5crhmqah9xq37rq47-prisma-engines-5.22.0/bin/schema-engine
1736032962.912420 peer 0x2c26e240 message 105
1736032962.912423 client 0x2c27fdb0 IDENTIFY_ENVIRON WAYLAND_DISPLAY=wayland-1
1736032962.912425 peer 0x2c26e240 message 105
1736032962.912428 client 0x2c27fdb0 IDENTIFY_ENVIRON KITTY_SHELL_INTEGRATION=enabled no-rc
1736032962.912430 peer 0x2c26e240 message 105
1736032962.912434 client 0x2c27fdb0 IDENTIFY_ENVIRON GIO_EXTRA_MODULES=/nix/store/8023ydsndfcvjqj03rxc5yf61sxg9i5b-dconf-0.40.0-lib/lib/gio/modules
1736032962.912436 peer 0x2c26e240 message 105
1736032962.912440 client 0x2c27fdb0 IDENTIFY_ENVIRON KITTY_WINDOW_ID=1
1736032962.912442 peer 0x2c26e240 message 105
1736032962.912445 client 0x2c27fdb0 IDENTIFY_ENVIRON XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0
1736032962.912447 peer 0x2c26e240 message 105
1736032962.912450 client 0x2c27fdb0 IDENTIFY_ENVIRON GTK_A11Y=none
1736032962.912452 peer 0x2c26e240 message 105
1736032962.912455 client 0x2c27fdb0 IDENTIFY_ENVIRON NIX_USER_PROFILE_DIR=/nix/var/nix/profiles/per-user/mechanosec
1736032962.912458 peer 0x2c26e240 message 105
1736032962.912468 client 0x2c27fdb0 IDENTIFY_ENVIRON INFOPATH=/home/mechanosec/.nix-profile/info:/home/mechanosec/.nix-profile/share/info:/nix/profile/info:/nix/profile/share/info:/home/mechanosec/.local/state/nix/profile/info:/home/mechanosec/.local/state/nix/profile/share/info:/etc/profiles/per-user/mechanosec/info:/etc/profiles/per-user/mechanosec/share/info:/nix/var/nix/profiles/default/info:/nix/var/nix/profiles/default/share/info:/run/current-system/sw/info:/run/current-system/sw/share/info
1736032962.912471 peer 0x2c26e240 message 105
1736032962.912474 client 0x2c27fdb0 IDENTIFY_ENVIRON XDG_SESSION_CLASS=user
1736032962.912476 peer 0x2c26e240 message 105
1736032962.912479 client 0x2c27fdb0 IDENTIFY_ENVIRON LC_IDENTIFICATION=uk_UA.UTF-8
1736032962.912481 peer 0x2c26e240 message 105
1736032962.912484 client 0x2c27fdb0 IDENTIFY_ENVIRON TERM=xterm-kitty
1736032962.912489 peer 0x2c26e240 message 105
1736032962.912493 client 0x2c27fdb0 IDENTIFY_ENVIRON TERMINFO=/nix/store/g2sz808xw5hf88hf21hcw58c0pgb95wi-kitty-0.37.0/lib/kitty/terminfo
1736032962.912495 peer 0x2c26e240 message 105
1736032962.912499 client 0x2c27fdb0 IDENTIFY_ENVIRON ZSH=/nix/store/0pn1878v285l3nrfcagbb93bkkkbm811-oh-my-zsh-2024-10-01/share/oh-my-zsh
1736032962.912502 peer 0x2c26e240 message 105
1736032962.912516 client 0x2c27fdb0 IDENTIFY_ENVIRON GTK_PATH=/home/mechanosec/.nix-profile/lib/gtk-2.0:/home/mechanosec/.nix-profile/lib/gtk-3.0:/home/mechanosec/.nix-profile/lib/gtk-4.0:/nix/profile/lib/gtk-2.0:/nix/profile/lib/gtk-3.0:/nix/profile/lib/gtk-4.0:/home/mechanosec/.local/state/nix/profile/lib/gtk-2.0:/home/mechanosec/.local/state/nix/profile/lib/gtk-3.0:/home/mechanosec/.local/state/nix/profile/lib/gtk-4.0:/etc/profiles/per-user/mechanosec/lib/gtk-2.0:/etc/profiles/per-user/mechanosec/lib/gtk-3.0:/etc/profiles/per-user/mechanosec/lib/gtk-4.0:/nix/var/nix/profiles/default/lib/gtk-2.0:/nix/var/nix/profiles/default/lib/gtk-3.0:/nix/var/nix/profiles/default/lib/gtk-4.0:/run/current-system/sw/lib/gtk-2.0:/run/current-system/sw/lib/gtk-3.0:/run/current-system/sw/lib/gtk-4.0
1736032962.912519 peer 0x2c26e240 message 105
1736032962.912523 client 0x2c27fdb0 IDENTIFY_ENVIRON LESSOPEN=|/nix/store/zw7r0facs8lnz5pfzj07yhf56ycmjp86-lesspipe-2.11/bin/lesspipe.sh %s
1736032962.912526 peer 0x2c26e240 message 105
1736032962.912528 client 0x2c27fdb0 IDENTIFY_ENVIRON USER=mechanosec
1736032962.912530 peer 0x2c26e240 message 105
1736032962.912533 client 0x2c27fdb0 IDENTIFY_ENVIRON TZDIR=/etc/zoneinfo
1736032962.912535 peer 0x2c26e240 message 105
1736032962.912538 client 0x2c27fdb0 IDENTIFY_ENVIRON NIX_LD=/run/current-system/sw/share/nix-ld/lib/ld.so
1736032962.912541 peer 0x2c26e240 message 105
1736032962.912544 client 0x2c27fdb0 IDENTIFY_ENVIRON HYPRLAND_INSTANCE_SIGNATURE=12f9a0d0b93f691d4d9923716557154d74777b0a_1735941736_75506335
1736032962.912547 peer 0x2c26e240 message 105
1736032962.912549 client 0x2c27fdb0 IDENTIFY_ENVIRON DISPLAY=:0
1736032962.912552 peer 0x2c26e240 message 105
1736032962.912554 client 0x2c27fdb0 IDENTIFY_ENVIRON SHLVL=3
1736032962.912556 peer 0x2c26e240 message 105
1736032962.912559 client 0x2c27fdb0 IDENTIFY_ENVIRON MOZ_ENABLE_WAYLAND=1
1736032962.912561 peer 0x2c26e240 message 105
1736032962.912564 client 0x2c27fdb0 IDENTIFY_ENVIRON PAGER=less
1736032962.912566 peer 0x2c26e240 message 105
1736032962.912568 client 0x2c27fdb0 IDENTIFY_ENVIRON LC_TELEPHONE=uk_UA.UTF-8
1736032962.912570 peer 0x2c26e240 message 105
1736032962.912578 client 0x2c27fdb0 IDENTIFY_ENVIRON QTWEBKIT_PLUGIN_PATH=/home/mechanosec/.nix-profile/lib/mozilla/plugins/:/nix/profile/lib/mozilla/plugins/:/home/mechanosec/.local/state/nix/profile/lib/mozilla/plugins/:/etc/profiles/per-user/mechanosec/lib/mozilla/plugins/:/nix/var/nix/profiles/default/lib/mozilla/plugins/:/run/current-system/sw/lib/mozilla/plugins/
1736032962.912591 peer 0x2c26e240 message 105
1736032962.912594 client 0x2c27fdb0 IDENTIFY_ENVIRON LC_MEASUREMENT=uk_UA.UTF-8
1736032962.912596 peer 0x2c26e240 message 105
1736032962.912599 client 0x2c27fdb0 IDENTIFY_ENVIRON __NIXOS_SET_ENVIRONMENT_DONE=1
1736032962.912601 peer 0x2c26e240 message 105
1736032962.912604 client 0x2c27fdb0 IDENTIFY_ENVIRON XDG_VTNR=8
1736032962.912606 peer 0x2c26e240 message 105
1736032962.912609 client 0x2c27fdb0 IDENTIFY_ENVIRON XDG_SESSION_ID=11
1736032962.912611 peer 0x2c26e240 message 105
1736032962.912614 client 0x2c27fdb0 IDENTIFY_ENVIRON LOCALE_ARCHIVE=/run/current-system/sw/lib/locale/locale-archive
1736032962.912616 peer 0x2c26e240 message 105
1736032962.912620 client 0x2c27fdb0 IDENTIFY_ENVIRON LESSKEYIN_SYSTEM=/nix/store/vr7hzxd8pgd3knzc6vjv8liba80qbscy-lessconfig
1736032962.912622 peer 0x2c26e240 message 105
1736032962.912629 client 0x2c27fdb0 IDENTIFY_ENVIRON TERMINFO_DIRS=/home/mechanosec/.nix-profile/share/terminfo:/nix/profile/share/terminfo:/home/mechanosec/.local/state/nix/profile/share/terminfo:/etc/profiles/per-user/mechanosec/share/terminfo:/nix/var/nix/profiles/default/share/terminfo:/run/current-system/sw/share/terminfo
1736032962.912634 peer 0x2c26e240 message 105
1736032962.912646 client 0x2c27fdb0 IDENTIFY_ENVIRON LD_LIBRARY_PATH=/nix/store/pbvn150v0w5v1jadv1b8wnvkp81vxz5k-pipewire-1.2.6-jack/lib
1736032962.912651 peer 0x2c26e240 message 105
1736032962.912654 client 0x2c27fdb0 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1000
1736032962.912656 peer 0x2c26e240 message 105
1736032962.912660 client 0x2c27fdb0 IDENTIFY_ENVIRON NIX_XDG_DESKTOP_PORTAL_DIR=/run/current-system/sw/share/xdg-desktop-portal/portals
1736032962.912662 peer 0x2c26e240 message 105
1736032962.912665 client 0x2c27fdb0 IDENTIFY_ENVIRON LC_TIME=uk_UA.UTF-8
1736032962.912667 peer 0x2c26e240 message 105
1736032962.912675 client 0x2c27fdb0 IDENTIFY_ENVIRON XDG_DATA_DIRS=/nix/store/sd7ad5bm9m3mbbwgrc5f2ili1wf6cmx8-desktops/share:/home/mechanosec/.nix-profile/share:/nix/profile/share:/home/mechanosec/.local/state/nix/profile/share:/etc/profiles/per-user/mechanosec/share:/nix/var/nix/profiles/default/share:/run/current-system/sw/share
1736032962.912677 peer 0x2c26e240 message 105
1736032962.912680 client 0x2c27fdb0 IDENTIFY_ENVIRON GDK_BACKEND=wayland,x11
1736032962.912682 peer 0x2c26e240 message 105
1736032962.912688 client 0x2c27fdb0 IDENTIFY_ENVIRON LIBEXEC_PATH=/home/mechanosec/.nix-profile/libexec:/nix/profile/libexec:/home/mechanosec/.local/state/nix/profile/libexec:/etc/profiles/per-user/mechanosec/libexec:/nix/var/nix/profiles/default/libexec:/run/current-system/sw/libexec
1736032962.912691 peer 0x2c26e240 message 105
1736032962.912704 client 0x2c27fdb0 IDENTIFY_ENVIRON PATH=/nix/store/g2sz808xw5hf88hf21hcw58c0pgb95wi-kitty-0.37.0/bin:/nix/store/fk45sni24m102vryyygk4pkrjvmaw02r-imagemagick-7.1.1-40/bin:/nix/store/iiyi3qckyv3afbyn8wmrbj3y8faf6dl3-ncurses-6.4.20221231-dev/bin:/run/wrappers/bin:/home/mechanosec/.nix-profile/bin:/nix/profile/bin:/home/mechanosec/.local/state/nix/profile/bin:/etc/profiles/per-user/mechanosec/bin:/nix/var/nix/profiles/default/bin:/run/current-system/sw/bin:/nix/store/x9as7x6f7cdgcskvvn3yp02m662krr7y-binutils-wrapper-2.43.1/bin:/nix/store/lmaqi0czwy7vcvj4ss021g82ar2gvmry-pciutils-3.13.0/bin:/nix/store/mhwfp84q2vna03jshyqscbqvk3ii06sc-pkgconf-wrapper-2.3.0/bin
1736032962.912707 peer 0x2c26e240 message 105
1736032962.912711 client 0x2c27fdb0 IDENTIFY_ENVIRON DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus
1736032962.912713 peer 0x2c26e240 message 105
1736032962.912717 client 0x2c27fdb0 IDENTIFY_ENVIRON tmux_version=$(tmux -V | sed -En "s/^tmux ([0-9]+(.[0-9]+)?).*/\\1/p")
1736032962.912719 peer 0x2c26e240 message 105
1736032962.912723 client 0x2c27fdb0 IDENTIFY_ENVIRON KITTY_INSTALLATION_DIR=/nix/store/g2sz808xw5hf88hf21hcw58c0pgb95wi-kitty-0.37.0/lib/kitty
1736032962.912725 peer 0x2c26e240 message 105
1736032962.912728 client 0x2c27fdb0 IDENTIFY_ENVIRON LC_NUMERIC=uk_UA.UTF-8
1736032962.912730 peer 0x2c26e240 message 105
1736032962.912733 client 0x2c27fdb0 IDENTIFY_ENVIRON OLDPWD=/home/mechanosec
1736032962.912735 peer 0x2c26e240 message 105
1736032962.912738 client 0x2c27fdb0 IDENTIFY_ENVIRON _=/run/current-system/sw/bin/tmux
1736032962.912740 peer 0x2c26e240 message 106
1736032962.912742 client 0x2c27fdb0 name is client-91893
1736032962.912748 cmdq_next <global>: waiting
1736032962.912750 cmdq_next </dev/pts/0>: waiting
1736032962.912752 cmdq_next <client-91893>: empty
1736032962.912775 peer 0x2c26e240 message 200
1736032962.912779 cmd_unpack_argv: argv[0]=show-option
1736032962.912781 cmd_unpack_argv: argv[1]=-sv
1736032962.912783 cmd_unpack_argv: argv[2]=default-terminal
1736032962.912788 cmd_parse_build_commands 0:0: show-option
1736032962.912790 cmd_parse_build_commands 0:1: -sv
1736032962.912792 cmd_parse_build_commands 0:2: default-terminal
1736032962.912800 args_parse_flags: next -sv
1736032962.912802 args_parse_flags: -s
1736032962.912804 args_parse_flags: -v
1736032962.912806 args_parse_flags: next default-terminal
1736032962.912808 args_parse: flags end at 2 of 3
1736032962.912811 args_parse: 2 = default-terminal (type STRING)
1736032962.912818 cmd_parse_build_commands: show-options -sv default-terminal
1736032962.912826 cmdq_get_command: [show-options/0x2c1a9ad0] group 3206
1736032962.912829 cmdq_append <client-91893>: [show-options/0x2c1a9ad0]
1736032962.912832 cmdq_append <client-91893>: [server_client_command_done/0x2c1c1db0]
1736032962.912835 cmdq_next <global>: waiting
1736032962.912837 cmdq_next </dev/pts/0>: waiting
1736032962.912838 cmdq_next <client-91893>: enter
1736032962.912841 cmdq_next <client-91893>: [show-options/0x2c1a9ad0] (0), flags 0
1736032962.912845 cmd_find_best_session: 0 sessions to try
1736032962.912847 cmd_find_current_client: no target, return (nil)
1736032962.912850 cmd_find_best_session: 0 sessions to try
1736032962.912854 cmd_find_target: target none, type pane, item 0x2c1a9ad0, flags QUIET,CANFAIL
1736032962.912856 cmd_find_best_session: 0 sessions to try
1736032962.912858 cmd_find_target: error
1736032962.912861 format_defaults: c=none
1736032962.912863 format_defaults: s=none
1736032962.912864 format_defaults: wl=none
1736032962.912866 format_defaults: wp=none
1736032962.912869 format_expand1: expanding format: default-terminal
1736032962.912872 format_expand1: result is: default-terminal
1736032962.912875 unref client 0x2c27fdb0 (4 references)
1736032962.912881 server_client_print: screen-256color
1736032962.912885 sending message 303 to peer 0x2c26e240 (12 bytes)
1736032962.912889 cmd_find_best_session: 0 sessions to try
1736032962.912892 unref client 0x2c27fdb0 (4 references)
1736032962.912895 cmdq_next <client-91893>: [server_client_command_done/0x2c1c1db0] (1), flags 0
1736032962.912898 unref client 0x2c27fdb0 (3 references)
1736032962.912900 cmdq_next <client-91893>: exit (empty)
1736032962.912902 cmdq_next <global>: waiting
1736032962.912904 cmdq_next </dev/pts/0>: waiting
1736032962.912905 cmdq_next <client-91893>: empty
1736032962.912916 cmdq_next <global>: waiting
1736032962.912918 cmdq_next </dev/pts/0>: waiting
1736032962.912919 cmdq_next <client-91893>: empty
1736032962.915267 peer 0x2c26e240 message 305
1736032962.915287 sending message 304 to peer 0x2c26e240 (20 bytes)
1736032962.915295 file 1 sent 16, left 0
1736032962.915300 cmdq_next <global>: waiting
1736032962.915304 cmdq_next </dev/pts/0>: waiting
1736032962.915307 cmdq_next <client-91893>: empty
1736032962.915311 sending message 203 to peer 0x2c26e240 (4 bytes)
1736032962.915333 cmdq_next <global>: waiting
1736032962.915338 cmdq_next </dev/pts/0>: waiting
1736032962.915341 cmdq_next <client-91893>: empty
1736032962.915721 lost client 0x2c27fdb0
1736032962.915767 remove peer 0x2c26e240
1736032962.915783 unref client 0x2c27fdb0 (2 references)
1736032962.915789 unref client 0x2c27fdb0 (1 references)
1736032962.915793 free client 0x2c27fdb0 (0 references)
1736032962.915796 cmdq_next <global>: waiting
1736032962.915799 cmdq_next </dev/pts/0>: waiting
1736032962.919061 add peer 0x2c26e240: 9 (0x2c27fdb0)
1736032962.919072 new client 0x2c27fdb0
1736032962.919076 cmdq_next <global>: waiting
1736032962.919078 cmdq_next </dev/pts/0>: waiting
1736032962.919236 peer 0x2c26e240 message 111
1736032962.919240 client 0x2c27fdb0 IDENTIFY_LONGFLAGS 0x10000
1736032962.919243 peer 0x2c26e240 message 111
1736032962.919246 client 0x2c27fdb0 IDENTIFY_LONGFLAGS 0x10000
1736032962.919249 peer 0x2c26e240 message 101
1736032962.919252 client 0x2c27fdb0 IDENTIFY_TERM xterm-kitty
1736032962.919254 peer 0x2c26e240 message 109
